date,pmb,text
1909-03-09,92481,"Gabriel"
1896-02-25,484,"Zürich"
1927-05-01,50,"Wien"
1927-05-01,,"Venezianer"
1927-05-01,50,"Wien"
1919-02-19,,"Franzosen"
1919-02-19,14,"Burgtheater"
1919-02-19,,"Londoner"
1919-02-19,854,"Basel"
1901-08-18,428,"Welsberg"
1900-07-02,34401,"Altaussee"
1900-07-02,91733,"Selzthal"
1900-07-02,90797,"Gst."
1904-04-17,54767,"Rekawinkel"
1904-04-17,92351,"Kronstein"
1904-04-17,41239,"Tulln"
1904-04-17,1246,"Andrä Wördern"
1904-04-17,159,"Heiligenstadt"
1905-05-20,63,"Hietzing"
1930-10-28,168,"Berlin"
1923-06-14,50,"Wien"
1922-07-23,113,"Türkenschanzpark"
1915-04-30,224,"London"
1915-04-30,151,"Deutschland"
1915-04-30,,"deutschfreundlich"
1914-05-13,994,"Genua"
1892-01-24,50,"Wien"
1883-01-03,,"Josefstädter"
1883-01-03,46,"Kremser"
1923-01-09,50,"Wien"
1923-01-09,14,"Burgtheater"
1923-01-09,,"ungarische"
1923-01-09,1092,"Sieveringer Hauptstr."
1923-01-09,44335,"Schweden"
1923-01-09,54,"Wieden"
1923-01-09,,"griechisch"
1904-04-03,170,"Neuwaldegg"
1904-04-03,90913,"Hütteldorf"
1891-11-29,332,"Linz"
1892-08-28,92425,"Nussensee"
1923-01-21,,"Münchner"
1923-01-21,,"Wiener"
1906-12-30,169,"Pötzleinsdorf"
1906-12-30,91641,"Salmannsdorf"
1906-12-30,168,"Berlin"
1905-02-15,96,"Meissl"
1905-02-15,966,"Konstantinopel"
1917-12-17,20,"Volksth."
1904-03-22,34207,"Ampezzo"
1904-03-22,,"Novellenpl."
1923-06-28,228,"B.-B."
1920-11-04,20,"Volkstheater"
1923-08-05,30,"Salzburg"
1923-08-05,872,"Stuttgart"
1923-08-05,872,"Stuttgart"
1921-10-27,,"Russ."
1922-09-26,14,"Burgtheater"
1922-09-26,113,"Türkenschanzpark"
1922-09-26,,"französ."
1922-09-26,133,"Spöttelg."
1889-12-18,8,"Prater"
1882-07-01,874,"Gmunden"
1923-08-11,228,"B.-B."
1923-08-11,,"Wienerin"
1920-11-10,,"Jerusalemer"
1914-02-26,,"französ."
1905-05-08,182,"Paris"
1905-05-08,,"Russin"
1915-03-11,40306,"Italien’s"
1892-06-11,51088,"Langenzersdorf"
1917-12-02,169,"Pötzleinsdorf"
1929-12-13,,"engl."
1929-12-13,,"englisch-echte"
1923-08-10,228,"B.-B."
1921-10-26,43471,"Budapest"
1921-10-26,170,"Neuwaldegg"
1921-10-26,176,"Dornbacher Park"
1921-10-26,169,"Pötzleinsdorf"
1921-10-26,43406,"Amerika"
1921-10-26,,"Russen"
1892-06-10,652,"Prag"
1930-10-01,20,"Volksth."
1930-10-01,58,"Josefstadt"
1905-05-09,75,"Hinterbrühl"
1914-02-27,14,"Burgtheater"
1914-02-27,433,"Petersburg"
1915-03-04,92251,"Gauermanng."
1915-03-04,40306,"Italien"
1906-12-31,169,"Pötzleinsdorf"
1906-12-31,68,"Dornbach"
1906-12-31,91641,"Salmannsdorf"
1906-12-31,243,"Sommerhaidenweg"
1923-01-20,,"Amerikanische"
1892-08-29,895,"Strobl"
1891-11-28,,"Wiedner"
1930-10-15,168,"Berlin"
1930-10-15,151,"Deutschland"
1930-10-15,44053,"New York"
1929-12-07,44725,"Kirchau"
1923-08-04,30,"Salzburg"
1923-08-04,91270,"Mönchsberg"
1923-08-04,,"russ."
1923-08-04,,"russ."
1923-08-04,92422,"Nonnberg"
1923-08-04,91647,"Salzach"
1923-08-04,92405,"Mirabellgarten"
1920-11-05,40306,"Italien"
1920-11-05,451,"Sicilien"
1923-06-29,228,"Bd.-Bd."
1923-06-29,92382,"Früh"
1923-06-29,,"Ruhrzustände"
1923-06-29,45258,"München"
1923-06-29,,"Heidelberger"
1904-03-23,36523,"Marocco"
1917-12-16,574,"Kahlenberg"
1923-06-01,243,"Sommerhaidenweg"
1914-05-12,994,"Genua"
1915-04-25,91628,"Rzeszow"
1904-04-02,64465,"Norwegen"
1906-12-19,388,"Spanien"
1892-08-01,44725,"Kirchau"
1892-08-01,19852,"Scheiblingkirchen"
1892-08-01,50,"Wien"
1890-10-23,92556,"Streitberger"
1893-09-22,662,"Baden"
1930-10-29,,"Dresdner"
1905-05-21,69,"Sievring"
1905-05-21,169,"Pötzleinsdorf"
1914-05-06,48621,"Fiesole"
1914-05-06,92582,"Viale dei colli"
1914-05-06,92445,"Piazza Michel Angelo"
1905-02-28,20,"Volksth."
1905-02-28,,"dtsch."
1922-07-22,58810,"Haag"
1922-07-22,243,"Sommerhaidenweg"
1922-07-22,91641,"Salmannsdorf"
1922-07-22,58810,"Haag"
1881-10-04,45258,"München"
1923-06-15,,"[amerik.]"
1912-10-08,,"Wiedner"
1912-10-08,96,"Meissl"
1910-06-13,146,"Frankfurt"
1911-09-09,189,"Semmering"
1911-09-09,198,"Pelikangasse"
1911-09-09,397,"Frankgasse"
1911-09-09,506,"Hamburg"
1911-09-09,397,"Frankgasse"
1911-09-09,397,"Frankgasse"
1919-05-11,169,"Pötzleinsdorf"
1919-05-11,92533,"Sofien Alpe"
1919-05-11,170,"Neuwaldegg"
1919-05-11,169,"Pötzleinsdorf"
1918-04-26,43435,"Schweiz"
1918-04-26,113,"Türkenschanzpark"
1918-04-26,431,"Mariazell"
1911-07-24,30,"Salzburg"
1911-07-24,797,"Berchtesgaden"
1911-07-24,91375,"Ober Salzberg"
1911-07-24,33,"Gilgen"
1911-07-24,91494,"Plomberg"
1911-07-24,39640,"Kassel"
1911-07-24,186,"Lueg"
1900-07-03,49312,"Admont"
1901-08-19,428,"Welsberg"
1919-02-18,113,"Türkenschanzpark"
1927-02-09,92296,"Hubertusallee"
1927-02-09,168,"Berlin"
1927-02-09,470,"Edlach"
1927-02-09,58,"Josefstadt"
1908-05-22,63,"Hietzing"
1908-05-22,113,"Türkenschanzpark"
1909-04-15,91918,"Trafoi"
1909-04-15,182,"Paris"
1910-06-07,14,"Burgtheater"
1910-06-07,91265,"Molveno"
1910-06-07,40307,"Canazei"
1910-06-07,237,"Attersee"
1911-07-30,30,"Salzburg"
1911-07-30,867,"Innsbruck"
1911-07-30,90671,"Fulpmes"
1901-01-29,91377,"St. Veit"
1926-04-23,51646,"Gibraltar"
1910-08-02,667,"Partenkirchen"
1910-08-02,,"russische"
1910-08-02,169,"Pötzleinsdorf"
1911-07-18,,"Pötzleinsdorfer"
1924-12-10,168,"Berlin"
1924-12-10,168,"Berlin"
1896-05-11,860,"Graz"
1918-03-13,,"Schweizerische"
1900-09-12,530,"Praterstern"
1901-06-08,44413,"Brühl"
1901-06-08,90845,"Heiligenkreuz"
1902-11-24,168,"Berlin"
1902-11-24,40694,"Gentzg."
1901-08-25,428,"Welsberg"
1901-08-25,91867,"Taisten"
1919-02-24,44016,"Holland"
1900-09-06,8,"Prater"
1901-08-31,91552,"Purkersdorf"
1927-02-21,388,"Spanien"
1927-02-21,40306,"Italien"
1926-03-16,43471,"Budapest"
1926-03-16,644,"Galizien"
1926-03-16,43471,"Budapest"
1926-03-16,43471,"Budapest"
1926-03-16,168,"Berlin"
1926-03-16,40306,"Italien"
1926-03-16,445,"Rom"
1924-12-04,189,"Semmering"
1924-12-04,92196,"Czartoryskipark"
1924-12-04,,"französischen"
1924-12-04,43406,"Amerika"
1911-09-21,45258,"München"
1912-10-20,159,"Heiligenstadt"
1912-10-20,158,"Beethovengang"
1913-11-17,652,"Prag"
1913-11-17,53,"Landstraße"
1913-11-17,50,"Wien"
1908-02-17,,"steirische"
1908-02-17,92221,"Dürrgraben"
1907-03-03,,"amerik."
1907-03-03,44053,"New York"
1920-06-09,,"Basler"
1920-06-09,885,"Lugano"
1920-06-09,166,"Frankreich"
1920-06-09,151,"Deutschland"
1920-06-09,41240,"Oesterreichs"
1920-06-09,169,"Pötzleinsdorf"
1920-06-09,90893,"Hof Gastein"
1920-06-09,415,"Aussee"
1920-06-09,,"Reichenauer"
1920-06-09,969,"Südtirol"
1921-09-13,34401,"Altaussee"
1921-09-13,,"Balkanischer"
1922-10-12,92288,"Hochschulstr."
1922-10-12,383,"Hasenauerstr."
1923-11-25,43520,"Meran"
1923-11-25,211,"Aegypten"
1923-11-25,44293,"Griechenland"
1923-11-25,91891,"Thassos"
1920-08-24,213,"Ischl"
1892-11-08,462,"Venedig"
1892-11-08,312,"Währingerstr."
1890-07-13,992,"Vöslau"
1891-08-09,40201,"Brunn"
1891-08-09,968,"Mödling"
1891-08-09,662,"Baden"
1898-05-26,92350,"Krieau"
1930-07-19,44374,"St. M."
1931-08-03,30,"Salzburg"
1917-02-13,265,"Dalmatien"
1917-02-13,14,"Burgtheater"
1917-02-07,44335,"Schweden"
1905-12-05,14,"Burgtheater"
1928-03-21,58,"Josefstadt"
1928-03-21,45258,"München"
1920-01-14,34024,"Stallburgg."
1891-06-30,113,"Türkenschanzpark"
1931-08-17,874,"Gmunden"
1931-08-17,521,"Badgastein"
1931-08-17,50,"Wien"
1931-08-17,415,"Aussee"
1931-08-17,168,"Berlin"
1931-08-17,43406,"Amerika"
1921-09-07,91270,"Mönchsberg"
1921-09-07,49759,"Parsch"
1921-09-07,45258,"München"
1921-09-07,31,"Hellbrunn"
1888-04-22,604,"Australien"
1888-04-22,92381,"Louisenstadt"
1881-07-20,39637,"Millstättersee"
1920-08-30,415,"Markt Aussee"
1920-08-30,52575,"Gartengasse"
1914-12-22,14,"Burgtheater"
1914-12-22,976,"Czernowitz"
1914-12-22,,"Amerikaner"
1914-12-22,43435,"Schweiz"
1914-12-22,91989,"Valjevo"
1907-03-17,169,"Pötzleinsdorf"
1907-03-17,68,"Dornbach"
1898-02-13,50,"Wien"
1880-08-12,415,"Aussee"
1923-11-19,,"Holländer"
1923-11-19,,"baskische"
1920-08-18,20,"Volksth."
1920-08-18,20,"Volksth."
1906-02-08,50,"Wien"
1906-02-08,433,"Petersburg"
1916-04-11,872,"Stuttgart"
1916-04-11,91034,"Kleinasien"
1917-05-26,,"Oesterreichern"
1916-03-18,506,"Hamburg"
1916-03-18,,"deutsche"
1916-03-18,45258,"München"
1930-09-08,772,"Marienbad"
1930-09-08,992,"Vöslau"
1928-03-09,,"Amerikaner"
1928-03-09,91003,"Karersee"
1891-06-18,54863,"Gumpoldskirchen"
1891-06-18,968,"Mödling"
1891-06-18,54863,"Gumpoldskirchen"
1891-06-18,64740,"Guntramsdorf"
1930-07-25,44374,"St. Moritz"
1930-07-25,91824,"Statzer See"
1930-07-25,40709,"Amsterdam"
1930-07-25,34946,"Pontresina"
1930-07-25,415,"Aussee"
1930-07-25,44374,"St. Moritz"
1930-07-25,,"Coblenzer"
1880-01-22,92469,"Quaipark"
1891-08-21,662,"Baden"
1892-11-20,40655,"St. G."
1893-10-17,14,"Burgtheater"
1930-07-31,44374,"St. Moritz"
1930-07-31,890,"Hannover"
1930-07-31,43406,"Amerika"
1906-05-15,96,"Meissl"
1916-04-05,597,"Kohlmarkt"
1898-02-07,30,"Salzburg"
1920-06-21,483,"Reichenau"
1929-05-23,168,"Berlin"
1929-05-23,91965,"Udine"
1891-01-05,30,"Salzburg"
1880-08-06,987,"Toblach"
1880-08-06,867,"Innsbruck"
1928-04-14,873,"Triest"
1928-04-14,,"türk."
1921-07-16,,"Wiener"
1895-02-10,92506,"Sacher"
1925-04-03,,"amerik."
1912-07-10,34194,"Fusch"
1912-07-10,90727,"Gloggnitz"
1912-07-10,224,"London"
1919-12-09,44016,"Holland"
1919-12-09,40709,"Amsterdam"
1919-12-09,,"japanischen"
1919-12-09,,"Holländerin"
1919-12-09,14,"Burgtheater"
1919-12-09,20,"Volksth."
1895-05-19,50,"Wien"
1924-02-29,,"deutscher"
1924-02-29,,"Dresdner"
1924-02-29,,"Wiener"
1924-02-29,,"Gersthofer"
1903-07-23,92574,"Ungargasse"
1903-07-23,176,"Dornbacherpark"
1903-07-23,415,"Aussee"
1903-07-23,652,"Prag"
1912-09-29,,"czechisches"
1895-02-04,92142,"Altlerchenfelderkirche"
1924-05-20,228,"B.-B."
1924-05-20,150,"Sternwartestr."
1924-05-20,50,"Wien"
1924-05-20,45258,"München"
1924-05-20,50,"Wien"
1912-09-01,53150,"Feldafing"
1912-09-01,45258,"München"
1912-09-01,45258,"München"
1924-05-08,,"oesterr."
1924-05-08,993,"Bukarest"
1924-05-08,,"französ."
1924-05-08,993,"Bukarest"
1927-12-24,,"Venezianer"
1895-05-25,91077,"Kritzendorf"
1895-05-25,90763,"Greifenstein"
1895-05-25,530,"Praterstern"
1895-05-25,685,"Wurstelprater"
1924-02-01,43471,"Budapest"
1913-01-12,189,"Semmering"
1913-01-12,50,"Wien"
1902-08-11,44413,"Brühl"
1913-01-06,,"Grinzinger Gegend"
1902-08-05,44413,"Brühl"
1902-06-28,90685,"Gaisberg"
1902-06-28,31,"Hellbrunn"
1902-06-28,182,"Paris"
1925-03-22,168,"Berlin"
1925-03-22,56264,"S. Margherita"
1925-03-22,90657,"Friedenau"
1894-04-06,,"Berl."
1895-05-31,574,"Kahlenberg"
1895-05-31,59364,"Leopoldsberg"
1924-02-15,182,"Paris"
1902-01-21,,"Wiedner"
1919-12-21,69,"Sievring"
1913-08-22,851,"Pola"
1913-08-22,50,"Wien"
1913-08-22,91643,"Salona"
1912-09-15,116,"Ring"
1928-01-30,90593,"England"
1928-01-30,,"deutsch"
1928-01-30,,"oesterreichisch"
1891-04-21,63153,"Inn"
1891-04-21,92135,"Albrechtsplatz"
1898-07-23,92466,"Prossau"
1905-10-14,20,"Volksth."
1905-10-14,96,"Meissl"
1916-01-21,,"oesterreichischen"
1916-06-28,50,"Wien"
1916-06-28,75,"Hinterbrühl"
1916-06-28,45258,"München"
1916-06-28,20,"Volkstheater"
1916-06-28,865,"Klosterneuburg"
1916-06-28,,"Engländer"
1922-12-17,176,"Dornbacher Park"
1922-12-17,40709,"Amsterdam"
1889-09-29,91377,"St. Veit"
1931-03-22,168,"Berlin"
1931-03-22,92273,"Hartäckerpark"
1880-04-06,92603,"Wiednertheater"
1929-09-23,390,"Franzensbad"
1929-09-23,50,"Wien"
1922-12-03,168,"Berlin"
1922-12-03,40306,"Italien"
1920-04-18,169,"Pötzleinsdorf"
1920-04-18,170,"Neuwaldegg"
1920-04-18,92533,"Sophienalpe"
1920-04-18,91641,"Salmannsdorf"
1920-04-18,63221,"Maria Grün"
1930-02-01,43435,"Schweiz"
1930-02-01,40306,"Italien"
1930-02-01,224,"London"
1880-04-12,8,"Prater"
1917-09-26,415,"Aussee"
1917-09-26,43435,"Schweiz"
1917-09-26,,"oesterr."
1917-09-26,,"französ."
1914-10-27,92121,"Zehlendorf"
1914-10-27,119747,"Bergen"
1914-10-27,43406,"Amerika"
1914-10-27,995,"Antwerpen"
1914-10-27,50,"Wien"
1915-11-10,20,"Volksth."
1915-11-10,113,"Türkenschanzpark"
1915-11-10,46224,"L."
1915-11-10,,"Gersthofer"
1916-08-11,91474,"Pflindsberg"
1907-01-12,,"oesterreichisch"
1907-01-12,,"deutsche"
1907-01-12,151,"Deutschland"
1906-09-01,169,"Pötzleinsdorf"
1906-09-01,91641,"Salmannsdorf"
1921-02-26,14,"Burgtheater"
1921-02-26,,"schwedische"
1921-02-26,45258,"München"
1921-02-26,50,"Wien"
1921-02-26,30,"Salzburg"
1921-02-26,662,"Baden"
1928-01-24,,"Berliner"
1928-01-24,,"Pittener"
1930-05-08,182,"Paris"
1930-05-08,189,"Semmering"
1931-04-17,43520,"Meran"
1931-04-17,,"Amerik."
1899-06-28,43471,"Pest"
1899-06-28,50,"Wien"
1899-08-05,91350,"Niederdorf"
1899-08-05,91490,"Plätzwiesen"
1899-08-05,44317,"Schluderbach"
1930-05-20,43406,"Amerika"
1928-08-28,90895,"Hohenschwangau"
1920-04-30,45258,"München"
1889-09-15,54,"Wieden"
1888-08-22,862,"Brüssel"
1921-05-07,90936,"Isarthal"
1921-05-07,90853,"Hellabrunn"
1921-05-07,52583,"Harlaching"
1928-06-05,866,"Dresden"
1928-06-05,50017,"Rio"
1928-06-05,96,"Meissl"
1890-02-23,92519,"Schönbrunn"
1916-06-14,44053,"New York"
1916-06-14,994,"Genua"
1916-06-14,415,"Aussee"
1916-06-14,43471,"Budapest"
1916-06-14,41240,"Oesterreich"
1917-07-23,,"Wiener"
1917-07-23,169,"Pötzleinsdorf"
1920-04-24,,"Gersthofer"
1920-04-24,415,"Aussee"
1889-09-01,55279,"Nlgb."
1889-09-01,42,"Leidinger"
1921-05-13,50,"Wien"
1921-05-13,506,"Hamburg"
1921-05-13,45258,"München"
1928-06-11,213,"Ischl"
1928-06-11,213,"Ischl"
1928-06-11,92179,"Brennerstr."
1931-04-03,182,"Paris"
1931-04-03,182,"Paris"
1931-04-03,,"Pariser"
1931-04-03,182,"Paris"
1931-04-03,50,"Wien"
1928-01-18,866,"Dresden"
1928-01-18,36553,"Brasilien"
1928-01-18,817,"Gersthofer Straße"
1899-08-11,44311,"Martino"
1907-06-27,875,"Klagenfurt"
1907-06-27,92348,"Kreuzberg"
1907-06-27,430,"Wörthersee"
1906-07-10,90855,"Hellebaek"
1916-01-09,92292,"Hohe Warte"
1916-01-09,,"poln."
1894-08-06,895,"Strobl"
1924-07-31,20,"Volksth."
1885-08-21,967,"Luzern"
1885-08-21,,"Gotthardbahn"
1885-08-21,49781,"Locarno"
1885-08-21,89836,"Lago Maggiore"
1894-01-22,43520,"Meran"
1925-06-06,92292,"Hohen Warte"
1912-05-15,462,"Venedig"
1912-05-15,901,"Palermo"
1912-05-15,65733,"Grödner Thal"
1912-05-15,50,"Wien"
1912-05-15,92388,"Markusplatz"
1912-05-15,91143,"Lido"
1912-05-15,92388,"Markusplatz"
1913-04-22,662,"Baden"
1913-04-22,90849,"Helenenthal"
1902-03-18,968,"Mödling"
1912-05-01,50846,"Laudongasse"
1924-07-25,113,"Türkenschanzpark"
1924-07-25,8,"Prater"
1924-07-25,92274,"Hartäcker(Friedhof)straße"
1924-07-25,43435,"Schweiz"
1924-07-25,40306,"Italien"
1927-10-09,113,"Türkenschanzpark"
1924-09-08,50,"Wien"
1924-09-08,880,"Chicago"
1895-07-08,842,"Karlsbad"
1895-07-08,772,"Marienbad"
1897-11-13,19,"Ronacher"
1903-05-26,,"Russin"
1903-05-26,42423,"Lodz"
1903-05-26,433,"Petersburg"
1903-05-26,,"Kischenewer"
1902-04-11,833,"Brünn"
1894-06-17,968,"Mödling"
1895-07-20,895,"Strobl"
1895-07-20,168,"Berlin"
1913-03-17,113,"Türkenschanzpark"
1908-10-17,20,"Volkstheater"
1909-11-20,92580,"Vegagasse"
1909-11-20,96,"Meissl"
1919-10-30,20,"Volksth."
1918-11-07,20,"Volksth."
1918-11-07,314,"Bayern"
1918-11-07,423,"Tirol"
1911-12-05,20,"Volkstheater"
1911-12-05,151,"Deutschland"
1911-12-05,,"Wiener"
1926-11-16,44053,"New York"
1926-11-16,313,"Polen"
1925-08-17,40260,"Bozen"
1925-08-17,91229,"Mendel"
1925-08-17,90123,"Fondo"
1925-08-17,90126,"Malè"
1925-08-17,91909,"Tonalepass"
1925-08-17,91500,"Ponte di Legno"
1925-08-17,90563,"Edolo"
1925-08-17,90129,"Tirano"
1884-07-07,992,"V."
1924-09-20,604,"Australien"
1924-09-20,332,"Linz"
1924-09-20,113,"Türkenschanzpark"
1925-08-03,14,"Burgtheater"
1926-11-02,113,"Türkenschanzpark"
1926-11-02,,"Mönichkirchner"
1885-08-09,63056,"Kammer"
1885-08-09,877,"Unterach"
1902-03-24,50,"Wien"
1919-10-24,45258,"München"
1918-11-13,20,"Volksth."
1908-10-03,113,"Türkenschanzpark"
1894-06-03,45258,"München"
1925-01-27,44374,"St. Moritz"
1925-01-27,49781,"Locarno"
1925-01-27,14,"Burgtheater"
1925-01-27,54,"Wieden"
1925-01-27,90434,"Campfèr"
1925-01-27,40306,"Italien"
1925-01-27,228,"B.-B."
1892-04-15,574,"Kahlenberg"
1893-05-22,47489,"Berndorf"
1893-05-22,40112,"Pottenstein"
1893-05-22,662,"Baden"
1930-12-04,168,"Berlin"
1904-08-16,176,"Dornbacher Park"
1904-08-16,445,"Rom"
1904-08-16,91556,"Raach"
1904-08-16,415,"Aussee"
1904-08-16,113,"Türkenschanzpark"
1915-08-31,151,"Deutschland"
1915-08-31,41240,"Oesterreich"
1916-11-30,169,"Pötzleinsdorf"
1917-10-07,,"Triestiner"
1914-09-06,90548,"Dreimarkstein"
1928-11-21,43471,"Budapest"
1921-12-23,30,"Salzburg"
1921-12-23,61439,"Kitzbühel"
1921-12-23,,"Schweizer"
1929-10-02,44335,"Schweden"
1929-10-02,58,"Josefstadt"
1929-10-02,168,"Berlin"
1916-11-24,92519,"Schönbrunner Park"
1915-08-25,34401,"Altaussee"
1915-08-25,92465,"Promenadenweg"
1915-08-25,213,"Ischl"
1914-09-12,,"Franzosen"
1914-09-12,50,"Wien"
1917-10-13,14,"Burgtheater"
1915-01-01,59367,"Schafberg"
1904-08-02,8,"Prater"
1923-03-25,59367,"Schafberg"
1923-03-25,14,"Burgtheater"
1923-03-25,,"St. Gallner"
1923-03-25,228,"B.-B."
1922-02-12,169,"Pötzleinsdorf"
1922-02-12,68,"Dornbach"
1922-02-12,90913,"Hütteldorf"
1922-02-12,30,"Salzburg"
1915-01-29,189,"Semmering"
1905-07-30,483,"Reichenau"
1904-06-07,,"russischer"
1892-04-29,56120,"Rostock"
1898-10-07,168,"Berlin"
1923-04-04,470,"Edlach"
1915-06-20,44400,"Zistersdorf"
1916-11-18,30,"Salzburg"
1915-08-19,92443,"Pfarrgasse"
1915-08-19,34401,"Altaussee"
1915-08-19,1220,"Grazer Straße"
1915-08-19,35658,"Laufen"
1915-08-19,8,"Prater"
1914-07-03,44510,"Radetzky"
1922-05-27,378,"Rumaenien"
1928-11-09,57700,"Schleifmühlgasse"
1890-12-26,92556,"Streitberger"
1890-12-26,49,"Pfob"
1899-11-24,8,"Prater"
1898-10-13,50,"Wien"
1898-10-13,14,"Burgtheater"
1904-06-13,,"Donaufahrt"
1904-06-13,574,"Kahlenberg"
1911-02-28,91975,"Linden"
1909-08-29,90589,"englischen Garten"
1909-08-29,50607,"Gedonstr."
1909-06-04,92506,"Sacher"
1900-05-06,92533,"Sophienalpe"
1900-05-06,68,"Dornbach"
1896-07-28,1119,"Stockholm"
1896-07-28,62297,"Saltsjöbaden"
1896-07-28,91302,"Mosebacken"
1896-07-28,92559,"Strömparterre"
1896-09-05,,"russ."
1927-09-28,8,"Prater"
1927-09-28,92350,"Krieau"
1927-09-28,49254,"Saloniki"
1927-09-28,90306,"Balkan"
1927-09-28,,"poln."
1897-01-16,1000,"Bosnien"
1927-07-05,224,"London"
1927-07-05,462,"Venedig"
1927-07-05,263,"Florenz"
1919-07-14,59367,"Schaf-"
1919-07-14,91239,"Michaelerberg"
1911-05-21,90771,"Grinzing"
1918-06-23,169,"Pötzleinsdorf"
1918-06-23,170,"Neuwaldegg"
1918-06-23,90913,"Hütteldorf"
1926-06-26,92292,"Hohe Warte"
1897-08-26,50,"Wien"
1897-08-26,168,"B-n"
1908-07-27,,"Singen"
1900-05-12,92519,"Schönbrunn"
1896-07-14,91318,"Naes"
1896-07-14,91612,"Romsdal"
1896-07-14,91263,"Molde"
1896-07-14,91075,"Kristianssund"
1897-06-23,45183,"Laxenburg"
1897-06-23,992,"Voeslau"
1897-06-23,968,"Mödling"
1897-06-23,50,"Wien"
1911-02-14,,"Berliner"
1909-01-31,92480,"Reithlegasse"
1909-01-31,,"Badner"
1912-12-31,43406,"Amerika"
1912-12-31,,"russischen"
1919-07-28,483,"Reichenau"
1919-07-28,,"Münchner"
1919-07-28,30,"Salzburg"
1919-07-28,388,"Spanien"
1919-07-28,,"span."
1919-09-05,14,"Burgtheater"
1927-09-14,91143,"Lido"
1927-09-14,462,"Venedig"
1927-09-14,462,"Venedig"
1924-10-15,63834,"Cottagegasse"
1924-10-15,,"franz."
1926-08-23,34005,"Zermatt"
1924-10-01,228,"B.-B."
1924-10-01,145,"Köln"
1924-10-01,182,"Paris"
1924-10-01,,"Amerikanerin"
1924-10-01,993,"Bukarest"
1909-01-25,189,"Semmering"
1912-12-25,4,"Bösendorfersaal"
1912-12-25,169,"Pötzleinsdorf"
1912-12-25,170,"Neuwaldegg"
1918-08-26,45258,"München"
1919-09-11,470,"Edlach"
1903-12-02,862,"Brüssel"
1903-12-02,90376,"Böhmen"
1901-04-19,50,"Wien"
1926-01-13,394,"Colling."
1926-08-21,34005,"Zermatt"
1926-08-21,91713,"Schwarzsee"
1926-08-21,91816,"Staffelalp"
1897-01-28,124,"Augarten"
1919-09-07,169,"Pötzleinsdorf"
1919-09-07,170,"Neuwaldegg"
1919-09-07,91641,"Salmannsdorf"
1919-09-07,,"Salzburger"
1910-04-28,50,"Wien"
1910-03-21,451,"Sicilien"
1908-09-20,176,"Dornbacher Park"
1909-08-17,91101,"Lakaboden"
1903-12-14,,"Hietzinger"
1903-12-14,168,"Berlin"
1903-12-14,,"Weimarer"
1911-02-16,338,"Wollzeile"
1911-02-16,34903,"Ephesus"
1911-02-16,14,"Burgtheater"
1926-01-05,,"engl."
1926-01-05,90374,"Bodensee"
1926-01-05,37658,"Seitenstetten Gasse"
1926-01-05,91711,"Schwarzenbergplatz"
1896-07-16,91916,"Torghatten"
1896-07-02,44153,"Verona"
1897-08-18,91217,"M."
1911-02-02,14,"Burgtheater"
1918-06-09,169,"Pötzleinsdorf"
1918-06-09,92533,"Sofienalpe"
1918-06-09,44394,"Weidlingbach"
1918-06-09,69,"Sievring"
1918-06-09,45258,"München"
1909-01-27,91838,"Steinhaus"
1909-01-27,189,"Semmering"
1909-01-27,445,"Rom"
1927-09-02,374,"Gardone"
1927-09-02,39611,"Salò"
1924-10-03,169,"Pötzleinsdorf"
1924-10-03,45258,"München"
1924-10-03,228,"B.-B."
1924-10-03,228,"B.-B."
1924-10-03,150,"Sternwartestr."
1924-10-03,228,"B.-B."
1924-10-03,145,"Köln"
1924-10-03,228,"B.-B."
1911-05-23,14,"Burgtheater"
1910-04-14,34438,"Rußland"
1927-07-07,36545,"Krems"
1926-06-30,662,"Baden"
1926-06-30,415,"Aussee"
1896-09-07,860,"Graz"
1896-09-07,8,"Prater"
1897-08-30,91453,"Perneck"
1897-08-30,50,"Wien"
1909-06-06,,"Pötzleinsdorfer"
1909-06-06,68,"Dornbach"
1909-06-06,866,"Dresden"
1908-07-31,39874,"Schlernklamm"
1918-01-28,851,"Pola"
1910-03-09,92511,"Schafberggasse"
1910-03-09,652,"Prag"
1910-03-09,652,"Prag"
1909-06-12,14,"Burgtheater"
1909-06-12,113,"Türkenschanzpark"
1900-05-10,8,"Prater"
1896-09-13,968,"Mödling"
1896-09-13,47414,"Neuhaus"
1896-09-13,662,"Baden"
1895-10-12,20,"Volksth."
1925-11-08,59367,"Schafberg"
1925-11-08,169,"Pötzleinsdorf"
1925-11-08,43406,"Amerika"
1926-08-09,90188,"Adelboden"
1926-08-09,90424,"Bütschegg"
1927-07-13,,"Wr."
1927-07-13,,"altital."
1885-11-02,42,"Leidinger"
1926-06-24,44248,"Forte dei Marmi"
1918-08-18,90771,"Grinzing"
1918-08-18,169,"Pötzleinsdorf"
1918-08-18,92316,"Kaasgraben"
1919-07-02,213,"Ischl"
1900-02-19,92266,"H.g."
1915-06-22,46224,"Lembergs"
1914-07-15,34627,"Wildalpen"
1914-07-15,14,"Burgtheater"
1914-07-15,14,"Burgtheater"
1914-07-15,92057,"Weichselboden"
1914-07-15,431,"Mariazell"
1914-07-15,,"Mariazeller"
1929-10-28,43406,"Amerika"
1929-10-28,43406,"Amerika"
1922-05-31,42213,"Johannesgasse"
