date,pmb,text
1920-02-05,166,"Frankreichs"
1920-02-05,151,"Deutschlands"
1920-02-05,50,"Wien"
1920-02-05,982,"St. Germain"
1920-02-05,35512,"Ungarn"
1891-05-21,833,"Brünn"
1929-01-07,168,"Berlin"
1929-01-07,1160,"Matthäikirchstr."
1906-08-15,197,"Weimar"
1904-10-23,90771,"Grinzing"
1904-10-23,151,"Deutschland"
1916-07-28,46000,"Grundlsee"
1916-07-28,92192,"Cramerpromenade"
1916-09-05,,"oesterr."
1928-09-14,,"Chinesin"
1889-06-04,662,"Baden"
1929-08-23,90460,"Caux"
1906-01-19,69,"Döbling"
1920-05-24,169,"Pötzleinsdorf"
1920-05-24,91641,"Salmannsdorf"
1920-05-24,169,"Pötzleinsdorf"
1920-05-24,151,"Deutschland"
1920-05-24,166,"Frankreich"
1920-05-24,,"oesterr."
1920-05-24,,"franz."
1920-05-24,43435,"Schweiz"
1920-05-24,20,"Volksth."
1920-05-24,44092,"Iglau"
1920-05-24,44092,"Iglau"
1929-06-26,189,"Semmering"
1889-08-01,662,"Baden"
1928-07-11,90753,"Graben"
1928-07-11,30,"Salzburg"
1928-07-11,,"ungarlten"
1921-04-13,30,"Salzburg"
1921-04-13,63,"Hietzing"
1921-04-13,91784,"Speising"
1923-12-08,,"englische"
1923-12-08,,"oesterr."
1923-12-08,,"engl."
1880-02-27,92469,"Quaipark"
1931-05-03,168,"Berlin"
1931-05-03,44394,"Weidlingbach"
1931-05-03,49210,"Steinriegl"
1931-05-03,92533,"Sofienalpe"
1931-05-03,170,"Neuwaldegg"
1931-05-03,91641,"Salmannsdorf"
1898-08-26,41059,"Zug"
1891-05-09,8,"Prater"
1906-06-10,170,"Neuwaldegg"
1906-06-10,8,"Prater"
1906-08-29,662,"Baden"
1905-11-28,50,"Wien"
1906-06-04,8,"Prater"
1899-07-28,40454,"Villach"
1899-09-05,65265,"Hallstättersee"
1930-04-20,168,"Berlin"
1930-04-20,176,"Dornbacher Park"
1930-04-20,169,"Pötzleinsdorf"
1930-04-20,96,"Meissl"
1920-05-30,169,"Pötzleinsdorf"
1920-05-30,170,"Neuwaldegg"
1920-05-30,68,"Dornbach"
1920-05-30,,"Polen"
1920-05-30,,"Russentums"
1920-05-30,50,"Wien"
1920-05-30,,"Wiener"
1928-09-28,,"Amerik."
1928-09-28,,"engl."
1889-08-15,908,"Eisenerz"
1889-08-15,90573,"Eisenerzerhöhe"
1889-08-15,34627,"Wildalpen"
1889-08-15,92057,"Weichselboden"
1928-07-05,445,"Rom"
1928-07-05,445,"Rom"
1928-07-05,8,"Prater"
1890-03-23,8,"Prater"
1916-07-14,91938,"Tressen"
1916-07-14,415,"Aussee"
1917-06-23,815,"Palaestina"
1930-04-21,91552,"Purkersdorf"
1930-04-21,91592,"Riederberg"
1930-04-21,58825,"Sieghartskirchen"
1930-04-21,91887,"Thalheim"
1930-04-21,652,"Prag"
1930-04-21,92589,"Währingerhof"
1899-07-29,40454,"Villach"
1899-07-29,43059,"Tarvis"
1899-07-29,91558,"Raibl"
1899-07-29,91536,"Predil"
1899-07-29,43059,"Tarvis"
1899-07-29,40454,"Villach"
1931-05-16,189,"Semmering"
1931-05-16,882,"Heidelberg"
1931-05-16,182,"Paris"
1931-05-16,90913,"Hütteldorf"
1931-05-16,170,"Neuwaldegg"
1931-05-16,91641,"Salmannsdorf"
1905-11-29,169,"Pötzleinsdorf"
1905-11-29,170,"Neuwaldegg"
1917-06-22,50,"Wien"
1921-04-06,,"ungarische"
1921-04-06,35512,"Ungarn"
1889-08-14,46000,"Grundlsee"
1889-08-14,908,"Eisenerz"
1930-03-28,168,"Berlin"
1930-03-28,211,"Aegypten"
1930-03-28,51664,"Syrien"
1930-03-28,815,"Palästina"
1920-05-31,1181,"Reichenhall"
1923-12-09,69,"Sievring"
1923-12-09,92292,"Hohe Warte"
1923-12-09,49851,"Temesvar"
1923-12-09,,"ungarisch"
1923-12-09,378,"Rumaenien"
1923-12-09,90966,"Jugoslawien"
1921-04-12,,"Russen"
1921-04-12,45258,"München"
1928-07-10,65736,"Wolkenstein"
1881-04-18,8,"Prater"
1929-06-27,189,"Semmering"
1920-05-25,63,"Hietzing"
1920-05-25,92519,"Schönbrunn"
1920-05-25,50,"Wiens"
1906-06-11,169,"Pötzleinsdorf"
1906-06-11,68,"Dornbach"
1906-06-11,90687,"Galitzinberg"
1899-09-10,415,"Aussee"
1891-05-08,685,"Wurstelprater"
1898-08-27,36232,"Alpnach-Stad"
1931-05-02,169,"Pötzleinsdorf"
1904-10-22,58,"Josefstadt"
1904-10-22,,"altwienerisch"
1905-11-15,,"Russische"
1917-01-17,,"Badner"
1929-01-06,168,"Berlin"
1891-05-20,8,"Prater"
1898-06-22,8,"Prater"
1899-07-15,124,"Augarten"
1890-04-17,50989,"Taubstummengasse"
1929-08-22,50004,"Lausanne"
1929-08-22,64657,"Vevey"
1929-08-22,91808,"St. Pélerin"
1929-08-22,90364,"Blonay"
1929-08-22,40483,"Glion"
1929-08-22,90460,"Caux"
1929-08-22,52051,"Territet"
1929-08-22,50004,"Lausanne"
1929-08-22,52051,"Territet"
1929-08-22,90460,"Caux"
1923-12-21,50,"Wiens"
1889-08-28,55279,"Nlgb."
1928-09-15,55,"Margarethen"
1915-10-05,90513,"Dardanellen"
1915-10-05,36300,"Kopenhagen"
1915-10-05,966,"Constantinopel"
1915-10-05,,"deutschen"
1916-09-04,92378,"Löcker"
1916-09-04,52428,"Loserspitze"
1916-09-04,90282,"Augstsee"
1916-09-10,91474,"Pflindsberg"
1916-09-10,92454,"Pötschenstraße"
1915-10-11,90771,"Grinzing"
1914-11-26,46224,"Lemberg"
1914-11-26,91009,"Karpathen"
1906-01-24,34438,"Rußland"
1928-09-01,90895,"Hohenschwangau"
1928-09-01,45258,"München"
1928-09-01,91003,"Karersee"
1928-09-01,168,"Berlin"
1930-04-09,263,"Florenz"
1930-04-09,,"engl."
1929-01-12,90593,"England"
1929-01-12,,"engl."
1920-02-10,,"amerik."
1920-02-10,50,"Wien"
1920-02-10,41240,"Oesterreich"
1920-02-10,,"deutsch"
1920-02-10,,"englisch"
1920-02-10,,"Engländer"
1920-02-10,,"englisch"
1920-02-10,,"deutsch"
1920-02-10,,"englisch"
1920-02-10,38096,"Abbazia"
1899-07-01,92111,"Würnitz"
1899-07-01,103,"Volkgarten"
1921-03-27,169,"Pötzleinsdorf"
1921-03-27,243,"Sommerhaidenweg"
1908-11-16,20,"Volkstheater"
1908-11-16,96,"Meissl"
1913-02-16,169,"Pötzleinsdorf"
1894-07-16,33,"St. Gilgen"
1927-11-20,168,"Berlin"
1927-11-20,,"rum."
1924-08-21,12589,"Celerina"
1924-08-21,34946,"Pontresina"
1924-08-21,91199,"Maloja"
1924-08-21,44374,"St. Moritz"
1924-08-21,12589,"Celerina"
1924-08-21,44374,"St. Moritz"
1924-08-21,30,"Salzburg"
1925-09-16,263,"Florenz"
1926-10-17,90771,"Grinzing"
1926-10-17,69,"Sievring"
1918-10-06,43435,"Schweiz"
1918-10-06,92189,"Circusgasse"
1918-10-06,,"bulgar."
1918-10-06,,"bulgarische"
1918-10-06,,"bulgarisch"
1918-10-06,92460,"Praterstraße"
1918-10-06,92506,"Sacher"
1918-10-06,,"Schweizer"
1918-10-06,,"Schweizer"
1912-04-28,44413,"Brühl"
1912-04-28,968,"Mödling"
1912-04-28,44510,"Radetzky"
1912-04-28,168033,"Römerwand"
1912-04-28,92324,"Kalkberg"
1912-04-28,145165,"Haus"
1912-04-28,75,"Hinterbrühl"
1912-04-28,44084,"Hauptstr. 94"
1910-12-27,652,"Prag"
1919-11-25,20,"Volksth."
1926-10-03,116,"Ring"
1926-10-03,43406,"Amerika"
1925-09-02,12589,"Celerina"
1925-09-02,916,"Interlaken"
1924-06-18,44523,"Rimini"
1924-06-18,833,"Brünn"
1924-06-18,,"Prager"
1924-06-18,58,"Josefst."
1895-08-18,39671,"Hallstatt"
1908-11-02,55724,"Indien"
1913-02-02,92496,"Rothschildspital"
1897-10-06,91217,"M."
1895-08-30,92524,"Schwabingerstr."
1895-08-30,213,"Ischl"
1902-05-04,50,"Wien"
1901-12-28,168,"Berlin"
1901-12-28,45059,"Bristol"
1913-05-23,91552,"Purkersdorf"
1912-04-14,69,"Sievring"
1912-04-14,5836,"Schneeberg"
1912-04-14,91422,"Ötscher"
1924-06-30,228,"B.-B."
1925-07-13,34946,"Pontresina"
1924-08-09,12589,"Celerina"
1924-08-09,41063,"Zuoz"
1927-11-08,,"Salzburger"
1927-11-08,92407,"Mommseng."
1927-11-08,92496,"Rothschildspital"
1927-11-08,92506,"Sacher"
1924-06-24,483,"Reichenau"
1919-11-19,14,"Burgtheater"
1919-11-19,20,"Volksth."
1902-02-19,44699,"Perchtoldsdorf"
1902-02-19,50,"Wien"
1897-10-12,168,"Berlin"
1897-10-12,168,"Berlin"
1897-10-12,91217,"M."
1895-06-09,587,"Wr. Neustadt"
1895-06-09,91715,"Seebenstein"
1895-06-09,587,"Wr. Neustadt"
1895-08-24,30,"Salzburg"
1895-08-24,1181,"Reichenhall"
1895-08-24,33929,"Lofer"
1895-08-24,,"bair."
1895-08-24,,"oest."
1895-08-24,996,"St. Johann"
1895-08-24,90956,"Jenbach"
1904-07-06,,"Pötzleinsdorfer"
1915-07-21,992,"Vöslau"
1915-07-21,662,"Baden"
1915-07-21,941,"Lunz"
1914-06-16,,"Gallner"
1920-12-29,92598,"Weißgerberlände"
1920-12-29,662,"Baden"
1920-12-29,50,"Wien"
1923-05-11,36300,"Kopenhagen"
1923-05-11,958,"Skodsborg"
1923-05-11,959,"Marienlyst"
1923-05-11,44252,"Gilleleje"
1923-05-11,90877,"Hiller"
1923-05-11,36300,"Kopenhagen"
1928-10-08,168,"Berlin"
1928-10-08,129,"Grunewald"
1928-10-08,92296,"Hubertus Allee"
1893-03-02,40091,"Volosca"
1922-04-26,58810,"Haag"
1922-04-26,994,"Genua"
1922-04-26,,"deutschen"
1922-04-26,,"oest."
1922-04-26,,"holl."
1922-04-26,58810,"Haag"
1922-04-26,90517,"Delft"
1922-04-26,44303,"Rotterdam"
1915-09-18,58636,"Dolomiten"
1915-09-18,969,"Südtirol"
1914-06-02,45258,"München"
1916-10-19,667,"Partenkirchen"
1905-08-08,44413,"Brühl"
1905-08-08,113,"Türkenschanzpark"
1904-07-12,948,"Payerbach"
1906-11-09,176,"Dornbacher Park"
1906-11-09,91641,"Salmannsdorf"
1906-11-09,189,"Semmering"
1905-06-25,91641,"Salmannsdorf"
1905-06-25,170,"Neuwaldegg"
1905-06-25,169,"Pötzleinsdorf"
1923-02-18,,"Holländerin"
1923-02-18,43406,"Amerika"
1914-01-23,58684,"Regensburg"
1914-01-23,90538,"Donau"
1906-11-21,68,"Dornbach"
1906-11-21,,"Berl."
1905-08-20,50,"Wien"
1905-08-20,113,"Türkenschanzpark"
1904-09-17,30,"Salzburg"
1907-10-16,1210,"Königsegg."
1922-03-07,45258,"München"
1928-10-20,168,"Berlin"
1928-10-20,50,"Wien"
1920-12-15,,"Salzkammergutsee"
1929-11-17,168,"Berlin"
1929-11-17,168,"Berlin"
1929-11-17,168,"Berlin"
1929-11-17,168,"Berlin"
1905-01-04,58,"Josefstadt"
1914-08-07,116,"Ringstraße"
1914-08-07,44374,"St. Moritz"
1916-10-31,43435,"Schweiz"
1915-07-09,44244,"Finnland"
1915-07-09,44335,"Schweden"
1914-08-13,91584,"Rhein"
1914-08-13,,"russisch-parteilich"
1915-09-24,169,"Pötzleinsdorf"
1915-09-24,170,"Neuwaldegg"
1915-09-24,36539,"Troppau"
1915-09-24,,"Wiener"
1889-11-09,19,"Ronacher"
1920-12-01,45258,"München"
1920-12-01,63,"Hietzing"
1920-12-01,45258,"München"
1922-03-13,43406,"Amerika"
1922-03-13,313,"Polen"
1922-03-13,36553,"Brasilien"
1922-03-13,90593,"England"
1907-10-02,587,"Neustadt"
1907-10-02,48761,"Puchberg"
1905-06-19,,"französ."
1905-06-19,75,"Hinterbrühl"
1904-09-03,213,"Ischl"
1904-09-03,182,"Paris"
1904-09-03,90583,"Elster"
1904-09-03,213,"Ischl"
1919-01-20,45594,"Kiew"
1919-01-20,45594,"Kiew"
1919-01-20,420,"Odessa"
1910-02-22,189,"Semmering"
1908-08-23,168,"Berlin"
1908-08-23,43471,"Pest"
1908-08-23,91814,"Vigil"
1909-09-14,91143,"Lido"
1897-07-22,874,"Gmunden"
1896-06-15,483,"Reichenau"
1896-06-15,91770,"Sollenau"
1926-09-22,92519,"Schönbrunn"
1926-09-22,168,"Berlin"
1924-11-14,58,"Josefstadt"
1927-08-15,427,"Campiglio"
1927-08-15,90488,"Cles"
1927-08-15,91229,"Mendel"
1927-08-15,40260,"Bozen"
1927-08-15,45258,"München"
1927-08-15,168,"Berlin"
1927-08-15,91003,"Karersee"
1913-12-07,91239,"Michaelerberg"
1913-12-07,59367,"Schafberg"
1919-06-29,169,"Pötzleinsdorf"
1919-06-29,91641,"Salmannsdorf"
1908-01-13,50,"Wien"
1911-04-08,14,"Burgtheater"
1913-12-13,14,"Burgtheater"
1913-12-13,445,"Rom"
1913-12-13,44374,"St. Moritz"
1900-03-26,91975,"unter den Linden"
1896-06-01,92587,"W."
1896-06-01,30,"Salzburg"
1896-06-01,145,"Köln"
1927-01-25,,"ital."
1927-01-25,50,"Wiens"
1911-03-01,50,"Wien"
1896-08-04,958,"Skodsborg"
1909-07-05,50,"Wien"
1901-05-30,44413,"Brühl"
1911-04-20,36456,"Mentone"
1911-04-20,5862,"Monte Carlo"
1911-04-20,,"Russisches"
1919-06-15,417,"Hörlgasse"
1927-06-04,58,"Josefst."
1927-08-29,374,"Gardone"
1927-06-10,170,"Neuwaldegg"
1927-06-10,169,"Pötzleinsdorf"
1919-06-01,169,"Pötzleinsdorf"
1919-06-01,44394,"Weidling Bach"
1919-06-01,169,"Pötzleinsdorf"
1910-05-03,91304,"Moskau"
1910-05-03,50,"Wien"
1919-01-08,14,"Burgtheater"
1909-07-11,92077,"Werning"
1908-06-26,41156,"Salegg"
1895-11-11,864,"Leipzig"
1895-11-11,92506,"Sacher"
1895-11-11,34,"Griensteidl"
1927-01-19,462,"Venedig"
1897-09-27,91217,"M."
1897-09-27,992,"Voeslau"
1915-05-24,40306,"Italien"
1915-05-24,90913,"Hütteldorf"
1915-05-24,,"Olmützer"
1915-05-24,19829,"Weidlingau"
1915-05-24,,"Weidlingauer"
1915-05-24,50,"Wien"
1915-05-24,170,"Neuwaldegg"
1916-12-08,43435,"Schweiz"
1916-12-08,,"Deutschfreundlichkeit"
1914-04-13,574,"Kahlenberg"
1914-04-13,92464,"Probst Ubald Weg"
1914-04-13,865,"Klosterneuburg"
1914-04-13,45258,"München"
1914-04-13,40306,"Italien"
1882-08-10,49343,"Bormio"
1882-08-10,41945,"Stilfserjoch"
1882-08-10,92239,"Franzenshöhe"
1882-08-10,91798,"Spondinig"
1882-08-10,423,"Tirol"
1904-05-03,44521,"Ancona"
1904-05-03,445,"Rom"
1904-05-17,901,"Palermo"
1904-05-17,48769,"Syrakus"
1904-05-17,,"Griech."
1905-04-20,63,"Hietzing"
1905-04-20,197,"Weimar"
1905-04-20,182,"Paris"
1930-11-28,91083,"Küb"
1930-11-28,587,"Wr. Neustadt"
1930-11-28,662,"Baden"
1930-11-28,90727,"Gloggnitz"
1930-11-28,91083,"Küb"
1892-09-14,91125,"Ledrosee"
1893-08-23,945,"Dölsach"
1893-08-23,987,"Toblach"
1890-11-22,42,"Leidinger"
1923-07-14,43406,"Amerika"
1882-08-04,892,"Davos"
1922-06-23,863,"Düsseldorf"
1922-06-23,,"daenische"
1922-06-23,58,"Josefst."
1905-03-29,90771,"Grinzing"
1905-03-29,92292,"Hohe Warte"
1915-05-30,169,"Pötzleinsdorf"
1915-05-30,170,"Neuwaldegg"
1915-05-30,19829,"Weidlingau"
1915-05-30,90913,"Hütteldorf"
1914-04-07,14,"Burgtheater"
1914-04-07,873,"Triest"
1914-04-07,265,"Dalmatien"
1921-11-27,45258,"München"
1921-11-27,182,"Paris"
1921-11-27,,"französ."
1921-11-27,151,"Deutschland"
1922-08-26,797,"Berchtesgaden"
1922-08-26,797,"Berchtesg."
1922-08-26,415,"Aussee"
1922-08-26,,"amerik."
1922-08-26,30,"Salzburg"
1922-08-26,92379,"Lockstein"
1922-08-26,92208,"Doktorberg"
1922-08-26,30,"Salzburg"
1922-08-26,30,"Salzb."
1922-08-26,50,"Wien"
1928-12-25,90687,"Galitzinberg"
1923-09-11,91159,"Lochau"
1923-09-11,849,"Konstanz"
1920-10-10,662,"Baden"
1920-10-10,90849,"Helenenthal"
1920-10-10,34401,"Altaussee"
1915-05-18,63,"Hietzing"
1915-05-18,92235,"Feldmühlgasse"
1915-05-18,92519,"Schönbrunnergarten"
1905-04-08,65671,"Serajewo"
1915-02-11,90739,"Gorlice"
1922-01-02,,"Wiedner"
1899-12-08,790,"Tchl."
1930-11-14,168,"Berlin"
1930-11-14,50,"Wien"
1930-11-14,92302,"Innsbruckerstraße"
1930-11-14,43406,"Amerika"
1930-11-14,43406,"Amerika"
1922-01-16,30,"Salzburg"
1905-03-15,682,"Ragusa"
1905-03-15,90757,"Gravosa"
1905-03-15,682,"Ragusa"
1904-02-22,63,"Hietzing"
1923-07-28,,"französischer"
1923-07-28,90705,"Gersthof"
1928-12-31,168,"Berlin"
1928-12-31,43406,"Amerika"
1920-10-04,881,"Mannheim"
1923-09-05,91699,"Schuls Tarasp"
1923-09-05,91901,"Tiefencastel"
1923-09-05,91133,"Lenzerheide"
1923-09-05,2448,"Chur"
1925-12-26,69,"Sievring"
1925-12-26,90771,"Grinzing"
1925-12-26,462,"Venedig"
1925-12-26,852,"Würzburg"
1925-12-26,168,"Berlin"
1908-03-02,,"Wiener"
1913-10-02,49690,"Mayerling"
1913-10-02,662,"Baden"
1913-10-02,50,"Wien"
1910-09-03,92222,"Ebenseer Straße"
1919-03-25,169,"Pötzleinsdorf"
1919-03-25,44394,"Weidlingbach"
1919-03-25,90863,"Hermannskogel"
1919-03-25,574,"Kahlenberg"
1919-03-25,92292,"Hohe Warte"
1900-08-13,30,"Salzburg"
1900-08-13,40336,"Zell am See"
1918-02-12,92189,"Circusgasse"
1918-02-12,63,"Hietzing"
1918-02-12,92227,"Elsass Lothringen"
1896-04-10,145,"Köln"
1896-04-10,145,"Köln"
1896-04-10,145,"Köln"
1926-02-17,50,"Wien"
1926-02-17,168,"Berlin"
1926-02-17,168,"Berlin"
1926-02-17,182,"Paris"
1926-02-17,168,"Berlin"
1926-02-17,92429,"Olivaerplatz"
1927-03-20,92533,"Sofienalpe"
1927-03-20,170,"Neuwaldegg"
1901-09-30,90771,"Grinzing"
1901-09-30,20,"Volksth."
1900-08-07,213,"Ischl"
1903-11-06,189,"Semmering"
1911-01-04,,"Josefstädter"
1908-03-16,403,"Nußdorf"
1908-03-16,92423,"Nußdorfer Lände"
1908-03-16,90540,"Donaukanal"
1908-03-16,20,"Volkstheater"
1910-09-17,883,"Wiesbaden"
1910-09-17,64277,"Biebrich"
1910-09-17,920,"Rüdesheim"
1910-09-17,146,"Frankfurt"
1913-10-16,860,"Graz"
1913-10-16,,"Prager"
1912-11-21,,"Pariser"
1911-08-20,34401,"Altaussee"
1909-02-21,30,"Salzburg"
1927-04-29,462,"Venedig"
1927-04-29,484,"Zürich"
1927-04-29,92174,"Bonvecchiati"
1911-06-25,176,"Dornbacher Park"
1911-08-08,,"Engländerin"
1919-04-10,968,"Mödling"
1919-04-10,91145,"Liechtenstein"
1919-04-10,44510,"Radetzky"
1919-04-10,92041,"Wällischhof"
1919-04-10,40201,"Brunn"
1909-02-09,44293,"Griechenland"
1900-06-02,8,"Prater"
1902-10-19,677,"Breslau"
1902-10-19,348,"Hermsdorf"
1902-10-19,735,"Agnetendorf"
1901-07-21,946,"Vahrn"
1927-04-15,43520,"Meran"
1896-03-31,45258,"München"
1896-03-31,45258,"München"
1910-07-06,189,"Semmering"
1910-07-06,91009,"Karpathen"
1916-05-10,113,"Türkenschanzpark"
1916-05-10,40306,"Italien"
1906-03-09,91564,"Rapallo"
1906-03-09,91739,"Sibirien"
1928-05-01,462,"Venedig"
1928-05-01,966,"Konstantinopel"
1928-05-01,92388,"Markusplatz"
1920-09-19,176,"Dornbacher Park"
1920-09-19,45258,"München"
1920-09-19,30,"Salzburg"
1920-09-19,,"Münchner"
1920-09-19,45258,"München"
1920-09-19,176,"Dornbacher Park"
1921-06-03,92338,"Klosterg."
1921-06-03,91641,"Salmannsdorf"
1921-06-03,170,"Neuwaldegg"
1880-09-13,45258,"München"
1930-06-24,662,"Baden"
1930-06-24,50,"Wien"
1930-06-24,45183,"Laxenburg"
1930-06-24,772,"Marienb."
1890-08-03,662,"Baden"
1928-02-08,55,"Margarethen"
1930-08-09,44374,"St. Moritz"
1930-08-09,50,"Wien"
1931-07-13,92129,"Zöptau"
1906-04-14,,"oesterr."
1906-04-14,168,"Berlin"
1906-04-14,113,"Türkenschanzpark"
1892-10-21,19,"Ronacher"
1891-09-20,140,"Halle"
1931-07-07,91887,"Thalheim"
1931-07-07,91838,"Steinhaus"
1931-07-07,91117,"Lanser See"
1928-05-15,677,"Breslau"
1928-05-15,170,"Neuwaldegg"
1928-05-15,44271,"Preßbaum"
1928-05-15,90889,"Hochroterd"
1928-05-15,90845,"Heiligenkreuz"
1928-05-15,44413,"Brühl"
1928-05-15,91304,"Moskau"
1928-05-15,50,"Wien"
1928-05-15,35512,"Ungarn"
1928-05-15,224,"London"
1928-05-15,8,"Prater"
1928-05-15,,"amerik."
1928-05-15,8,"Prater"
1928-05-15,8,"Prater"
1921-06-17,34401,"Altaussee"
1921-06-17,91938,"Tressen"
1921-06-17,415,"Aussee"
1881-08-30,839,"Cairo"
1881-08-30,68,"Dornbach"
1880-09-07,103,"Volksg."
1920-07-20,182,"Paris"
1929-04-22,,"schottischen"
1929-04-22,90593,"England"
1929-04-22,20,"Volksth."
1915-12-28,59021,"Marburg"
1916-05-04,69,"Sievring"
1916-05-04,90771,"Grinzing"
1916-05-04,92292,"Hohewarte"
1916-05-04,92246,"Fürfanggasse"
1916-05-04,50,"Wiens"
1920-09-25,50965,"Essegg"
1920-09-25,113,"Türkenschanzpark"
1923-10-24,151,"Deutschland"
1930-01-11,168,"Berlin"
1930-01-11,182,"Paris"
1930-01-11,92403,"Milchgasse"
1930-01-11,91975,"Linden"
1930-01-11,129,"Grunewald"
1930-01-11,48169,"Chile"
1920-07-08,731,"Garnisongasse"
1920-07-08,43570,"Daenemark"
1920-07-08,,"neapelähnlich"
1920-07-08,44335,"Schweden"
1920-07-08,,"Javaner"
1920-07-08,468,"Europa"
1921-08-12,587,"Neustadt"
1921-08-12,44016,"Holland"
1907-02-02,168,"Berlin"
1907-02-02,,"Loew"
1904-12-27,186,"Lueg"
1917-03-12,91739,"Sibirien"
1930-06-18,43406,"Amerika"
1931-09-02,96,"Meissl"
1898-04-27,8,"Prater"
1929-03-03,113,"Türkenschanzpark"
1891-07-25,968,"Mödling"
1931-09-16,,"amerik."
1931-09-16,,"engl."
1931-09-16,20,"Volksth."
1931-09-16,58,"Josefstadt"
1891-07-31,968,"Mödling"
1929-03-17,168,"Berlin"
1928-02-20,168,"Berlin"
1930-08-21,415,"Aussee"
1930-08-21,,"Ital."
1930-08-21,772,"Marienbad"
1906-04-28,63,"Hietzing"
1906-04-28,595,"Neapel"
1906-04-28,445,"Rom"
1906-04-28,40306,"Italien"
1907-02-16,68,"Dornbach"
1907-02-16,169,"Pötzleinsdorf"
1915-12-14,20,"Volkstheater"
1915-12-14,91063,"Krakau"
1928-05-29,,"französ."
1928-05-29,116,"Ring"
1930-01-05,168,"Berlin"
1930-01-05,129,"Grunewald"
1888-05-23,90865,"Hernehill"
1888-05-23,90486,"City"
1881-06-21,63,"Hietzing"
1921-08-06,667,"P."
1921-08-06,91711,"Schwarzenbergplatz"
1921-08-06,91711,"Schwarzenbergplatz"
1921-08-06,90753,"Graben"
1921-08-06,,"Budapester"
1921-08-06,,"holländ."
1921-08-06,,"holl."
1921-08-06,,"ungar."
1921-08-06,52428,"Loser"
1921-08-06,90282,"Augstsee"
1921-08-06,91938,"Tressen"
1921-08-06,34438,"Rußland"
1922-11-07,652,"Prag"
1922-11-07,,"Deutsche"
1922-11-07,1006,"Badgasse"
1922-11-07,173,"Rodaun"
1922-11-07,1006,"Bad gasse"
1922-11-07,,"Teplitzer"
1922-11-07,168,"Berlin"
1922-11-07,955,"Teplitz"
1924-04-09,91641,"Salmannsdorf"
1924-04-09,170,"Neuwaldegg"
1924-04-09,58,"Josefst."
1924-04-09,228,"B.-B."
1924-04-09,228,"B.-B."
1926-12-12,59367,"Schafberg"
1911-11-01,866,"Dresden"
1909-12-24,423,"Tirol"
1909-12-24,1012,"Kufstein"
1909-12-24,423,"Nordtirol"
1900-11-26,50,"Wien"
1903-08-27,968,"Mödling"
1895-04-24,866,"Dresden"
1895-04-24,772,"Marienbad"
1894-05-13,587,"Wr. Neustadt"
1894-05-13,91340,"Neunkirchen"
1895-04-30,44413,"Brühl"
1924-03-14,,"amerikan."
1894-05-07,41239,"Tulln"
1909-12-30,506,"Hamburg"
1902-07-29,173,"Rodaun"
1902-09-04,91532,"Prebichl"
1902-09-04,908,"Eisenerz"
1902-09-04,90875,"Hieflau"
1903-01-17,297,"Kapuzinerberg"
1912-08-14,92408,"Cipro"
1910-10-22,14,"Burgtheater"
1910-10-22,14,"Burgtheater"
1913-07-26,851,"Pola"
1913-07-26,92409,"Monte Saluga"
1902-07-01,30,"Salzburg"
1902-07-01,1181,"Reichenhall"
1902-07-01,33929,"Lofer"
1902-07-01,996,"St. Johann"
1902-07-01,867,"Innsbruck"
1909-12-18,90593,"England"
1909-12-18,,"Wiener"
1902-07-15,44413,"Brühl"
1925-05-16,90180,"Abano"
1924-04-21,169,"Pötzleinsdorf"
1924-04-21,59367,"Schafberg"
1924-04-21,91641,"Salmannsdorf"
1924-04-21,243,"Sommerhaidenweg"
1912-08-28,50,"Wien"
1912-08-28,40302,"Sterzing"
1924-04-19,150,"Sternwartestraße"
1924-04-19,168,"Berlin"
1913-09-27,318,"Japan"
1903-01-13,269,"Aigen"
1903-01-13,31,"Hellbrunn"
1912-08-10,,"russisch"
1912-08-10,,"japanischen"
1912-08-10,44129,"Messina"
1911-11-11,45258,"München"
1901-10-01,69,"Döbling"
1901-10-01,8,"Prater"
1894-05-03,968,"Mödling"
1894-05-03,90721,"Gießhübl"
1894-05-03,173,"Rodaun"
1924-03-10,96,"Meissl"
1894-05-17,44394,"Weidling Bach"
1924-03-04,,"Engadiner"
1924-03-04,40392,"Domgasse"
1902-09-14,44413,"Brühl"
1902-09-14,173,"Rodaun"
1912-01-20,168,"Berlin"
1903-08-23,113,"Türkenschanzpark"
1900-11-22,677,"Breslau"
1912-06-29,,"Wiener"
1912-06-29,40306,"Italien"
1912-06-29,60694,"Georgien"
1903-01-07,20,"Volkstheater"
1918-12-07,50,"Wiens"
1918-12-07,41240,"Deutschoesterreichs"
1911-11-05,50,"Wien"
1911-11-05,91127,"Lehrter"
1911-11-05,506,"Hamburg"
1911-11-05,90372,"Tetschen"
1911-11-05,91967,"Uhlenhorst"
1911-11-05,90227,"Alster"
1911-11-05,35496,"Schladming"
1911-11-05,506,"Hamburg"
1926-12-16,968,"Mödling"
1926-12-16,968,"Mödling"
1926-12-16,,"Wiener"
1924-04-25,,"französ."
1909-12-08,68,"Dornbach"
1909-12-08,170,"Neuwaldegg"
1909-12-08,91641,"Salmannsdorf"
1909-12-08,50,"Wien"
1909-12-08,168,"Berlin"
1909-12-08,168,"Berlin"
1909-12-08,,"Wiener"
1902-07-11,50,"Wien"
1902-07-11,44413,"Brühl"
